chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chrX,8443071,8443561,8443345,MACS_peak_4007-2,1691.75681,735.631984,both replicates,no,7,-,no,genic,0.448633701
chrX,8443571,8443770,8443695,MACS_peak_4007-3,147.461345,49.5889906,replicate 1,no,1,-,no,genic,1.895596549
chrX,8454531,8454631,8454555,MACS_peak_4008-1,84.5485613,181.575197,replicate 1,no,0,no element,no,promoter,15.9831714
chrX,8454641,8455211,8454985,MACS_peak_4008-2,2185.75521,1048.6516,both replicates,yes,2,+,yes,promoter & genic,37.58902848
chrX,8455221,8456051,8455665,MACS_peak_4008-3,5657.12191,2289.14623,both replicates,yes,5,-,yes,genic,20.30186659
chrX,8456061,8456311,8456135,MACS_peak_4008-4,225.83712,151.637208,replicate 1,yes,0,no element,no,genic,10.8855114
chrX,8456321,8456680,8456460,MACS_peak_4008-5,667.176088,339.613786,replicate 1,yes,0,no element,no,genic,13.86078167
chrX,8460771,8461320,8461040,MACS_peak_4009-1,681.648101,616.117042,none,no,2,+,no,genic,10.46892956
chrX,8462951,8463860,8463315,MACS_peak_4010-1,2997.99424,1345.10852,both replicates,yes,1,+,yes,intergenic,16.0226056
chrX,8470031,8470131,8470055,MACS_peak_4011-1,125.167586,30.0869745,none,yes,0,no element,no,genic,24.81777914
chrX,8470141,8470670,8470385,MACS_peak_4011-2,529.798449,184.548391,none,yes,0,no element,no,genic,15.81800584
chrX,8518711,8518881,8518830,MACS_peak_4012-1,67.7367632,80.1215545,none,no,1,+,no,intergenic,0
chrX,8518891,8518951,8518945,MACS_peak_4012-2,108.924134,62.9780747,none,no,1,+,no,intergenic,0
chrX,8518961,8519370,8519095,MACS_peak_4012-3,584.587825,473.860662,none,no,2,+,no,intergenic,0
chrX,8544531,8544671,8544585,MACS_peak_4013-1,94.5450906,92.7455725,none,no,1,+,no,genic,0.611322999
chrX,8544681,8544701,8544685,MACS_peak_4013-2,34.1898724,65.2273159,none,no,0,no element,no,genic,0.611322999
chrX,8544711,8545270,8545035,MACS_peak_4013-3,2140.01923,795.849724,both replicates,no,10,-,no,promoter,0.15283075
chrX,8545361,8545850,8545590,MACS_peak_4014-1,594.331818,162.486448,replicate 2,no,1,-,no,intergenic,0.15283075
chrX,8575751,8576710,8576145,MACS_peak_4015-1,4917.85472,2060.60133,both replicates,yes,2,-,yes,genic,9.500176102
chrX,8588081,8588600,8588395,MACS_peak_4016-1,475.371948,313.365964,none,no,4,-,no,intergenic,0.916984499
chrX,8601711,8602590,8602135,MACS_peak_4017-1,1799.02407,819.166221,replicate 1,yes,9,+,yes,intergenic,2.110054851
chrX,8602851,8603051,8602950,MACS_peak_4018-1,94.3523555,107.58327,replicate 1,yes,0,no element,no,intergenic,6.808373898
chrX,8603061,8604050,8603605,MACS_peak_4018-2,13735.5838,6953.67679,both replicates,yes,2,-,yes,promoter,52.28792581
chrX,8651551,8651711,8651580,MACS_peak_4019-1,46.0547897,66.2144165,replicate 1,yes,0,no element,no,genic,0.3771476
chrX,8651751,8652440,8652015,MACS_peak_4019-2,4567.63881,1946.86477,both replicates,yes,9,-,yes,genic,0
chrX,8679541,8680330,8680095,MACS_peak_4020-1,1043.27507,97.7992176,replicate 1,no,11,+,no,genic,0
chrX,8699701,8700391,8700105,MACS_peak_4021-1,2651.57646,950.076137,both replicates,yes,5,-,yes,promoter,0
chrX,8700401,8701250,8700755,MACS_peak_4021-2,4544.2132,1313.47262,both replicates,yes,3,-,yes,intergenic,0
chrX,8701331,8701710,8701500,MACS_peak_4022-1,513.613386,368.630789,replicate 1,yes,2,-,yes,intergenic,0.15283075
chrX,8763371,8763501,8763385,MACS_peak_4023-1,104.48036,289.997126,none,yes,0,no element,no,genic,0.3056615
chrX,8763511,8763871,8763715,MACS_peak_4023-2,521.636333,359.501735,both replicates,yes,0,no element,no,genic,0
chrX,8763881,8764980,8764225,MACS_peak_4023-3,18220.1127,10110.5812,both replicates,yes,6,+,yes,genic,0.835639849
chrX,8767551,8767801,8767745,MACS_peak_4024-1,179.530192,165.328335,none,yes,0,no element,no,genic,33.25799856
chrX,8767811,8768071,8767925,MACS_peak_4024-2,343.704181,114.157155,none,yes,2,-,yes,genic,24.03390835
chrX,8768081,8768230,8768185,MACS_peak_4024-3,58.5214161,56.6190794,none,yes,0,no element,no,genic,15.6553165
chrX,8773171,8773241,8773225,MACS_peak_4025-1,111.012403,70.7050503,none,yes,0,no element,no,promoter & genic,22.72744146
chrX,8773251,8773611,8773385,MACS_peak_4025-2,266.285892,44.3221453,none,yes,1,+,yes,genic,21.57628159
chrX,8773621,8773970,8773765,MACS_peak_4025-3,315.406246,312.314266,none,yes,0,no element,no,genic,43.81565501
chrX,8775801,8776211,8776080,MACS_peak_4026-1,498.669497,452.578943,none,no,0,no element,no,genic,11.1714558
chrX,8776221,8776410,8776335,MACS_peak_4026-2,99.2306207,140.144624,none,no,0,no element,no,genic,20.86389685
chrX,8784511,8784781,8784730,MACS_peak_4027-1,183.312258,106.23517,none,yes,0,no element,no,genic,22.5869455
chrX,8784791,8785221,8785095,MACS_peak_4027-2,502.60292,587.335527,replicate 1,yes,0,no element,no,genic,19.41693395
chrX,8785231,8786351,8785935,MACS_peak_4027-3,28590.2816,25801.0643,both replicates,yes,6,+,yes,promoter & genic,94.20060107
chrX,8786361,8786841,8786625,MACS_peak_4027-4,2105.47341,1108.01573,both replicates,yes,0,no element,no,genic,10.2027023
chrX,8786851,8787181,8787025,MACS_peak_4027-5,898.098275,598.234519,both replicates,yes,0,no element,no,genic,14.59535985
chrX,8787191,8787361,8787335,MACS_peak_4027-6,193.863814,131.729951,both replicates,yes,0,no element,no,genic,24.37162176
chrX,8787371,8788491,8788205,MACS_peak_4027-7,26796.1334,16656.2423,both replicates,yes,5,+,yes,genic,11.72115125
chrX,8788501,8789281,8788885,MACS_peak_4027-8,21647.7788,14698.7823,both replicates,yes,2,-,yes,genic,14.27983978
chrX,8789291,8789961,8789515,MACS_peak_4027-9,565.516272,1107.23519,replicate 1,yes,0,no element,no,genic,14.4425291
chrX,8789971,8790361,8790185,MACS_peak_4027-10,483.188019,489.872385,replicate 1,yes,0,no element,no,genic,16.68569756
chrX,8790371,8790910,8790605,MACS_peak_4027-11,662.253733,566.175215,replicate 1,yes,2,+,yes,genic,20.16137061
chrX,8791401,8791601,8791445,MACS_peak_4028-1,125.32221,190.692303,none,yes,0,no element,no,genic,29.8340946
chrX,8791611,8791911,8791770,MACS_peak_4028-2,279.071575,403.518275,replicate 1,yes,1,-,yes,genic,30.33202095
chrX,8791921,8792331,8792085,MACS_peak_4028-3,1899.89579,1016.38336,both replicates,yes,0,no element,no,promoter & genic,26.23516645
chrX,8792341,8792610,8792470,MACS_peak_4028-4,203.443053,205.97813,replicate 1,yes,0,no element,no,promoter,10.9569975
chrX,8799531,8800031,8799785,MACS_peak_4029-1,658.319767,289.556014,none,no,2,-,no,genic,13.13853841
chrX,8800041,8800250,8800105,MACS_peak_4029-2,139.720822,117.385106,none,no,0,no element,no,genic,29.64182952
chrX,8800701,8801531,8801095,MACS_peak_4030-1,2076.10235,1559.97872,both replicates,yes,1,-,yes,intergenic,46.41625345
chrX,8801541,8801951,8801695,MACS_peak_4030-2,564.46566,441.005176,replicate 1,yes,0,no element,no,genic,3.485531598
chrX,8801961,8802001,8801975,MACS_peak_4030-3,83.2978864,53.4468596,both replicates,yes,0,no element,no,genic,1.957224101
chrX,8802011,8802880,8802465,MACS_peak_4030-4,3549.9043,1726.63231,both replicates,yes,2,+,yes,intergenic,1.732907251
chrX,8806431,8806591,8806585,MACS_peak_4031-1,29.5798041,53.4815616,replicate 1,yes,0,no element,no,genic,0.897267401
chrX,8806601,8807061,8806855,MACS_peak_4031-2,1053.16363,976.397612,both replicates,yes,1,+,yes,genic,0.22431685
chrX,8807071,8807260,8807200,MACS_peak_4031-3,85.3759337,167.136328,both replicates,yes,0,no element,no,genic,0.672950551
chrX,8818571,8819480,8818950,MACS_peak_4032-1,2330.85185,1559.50261,both replicates,no,32,-,no,promoter & genic,0.52997835
chrX,8867871,8867991,8867885,MACS_peak_4033-1,105.383896,280.929743,replicate 1,yes,0,no element,no,genic,8.8370841
chrX,8868001,8868850,8868365,MACS_peak_4033-2,5388.85459,1988.77165,both replicates,yes,6,-,yes,promoter & genic,80.99057673
chrX,8923591,8923821,8923785,MACS_peak_4034-1,55.3378207,33.0546743,replicate 1,no,0,no element,no,genic,0.825781301
chrX,8923831,8924680,8924135,MACS_peak_4034-2,10943.7165,5725.09537,both replicates,no,1,+,no,genic,65.99835254
chrX,8936011,8937031,8936625,MACS_peak_4035-1,13819.4046,6427.12404,both replicates,yes,17,-,yes,genic,88.05531937
chrX,8937041,8937180,8937095,MACS_peak_4035-2,128.09918,207.970369,replicate 1,yes,0,no element,no,genic,1.212787449
chrX,8942851,8943341,8943125,MACS_peak_4036-1,935.155145,618.591066,replicate 1,yes,3,-,yes,promoter & genic,0.835639849
chrX,8943351,8943530,8943415,MACS_peak_4036-2,58.2307723,61.9598205,replicate 1,yes,0,no element,no,promoter & genic,1.4371043
chrX,8961801,8962420,8962040,MACS_peak_4037-1,1288.71627,422.646515,both replicates,no,0,no element,no,intergenic,67.70659064
chrX,9004171,9004221,9004190,MACS_peak_4038-1,46.9956196,41.8406235,replicate 1,yes,0,no element,no,genic,11.4968344
chrX,9004231,9004951,9004695,MACS_peak_4038-2,2525.0549,1337.91282,both replicates,yes,2,+,yes,genic,7.338352248
chrX,9028681,9028881,9028735,MACS_peak_4039-1,95.3773165,82.816678,replicate 1,yes,0,no element,no,genic,22.31085967
chrX,9028891,9029400,9029115,MACS_peak_4039-2,1904.89329,501.561591,both replicates,yes,0,no element,no,promoter,104.0236793
chrX,9048211,9048411,9048350,MACS_peak_4040-1,112.738204,99.2032676,none,no,0,no element,no,genic,8.479653597
chrX,9048421,9048781,9048565,MACS_peak_4040-2,517.141418,724.655215,none,no,0,no element,no,genic,8.775456548
chrX,9048791,9048900,9048865,MACS_peak_4040-3,92.9288284,127.542776,none,no,0,no element,no,genic,34.87750924
chrX,9057391,9057561,9057505,MACS_peak_4041-1,84.9081698,53.6879862,replicate 1,yes,0,no element,no,genic,52.68726708
chrX,9057571,9057861,9057805,MACS_peak_4041-2,291.48311,136.351296,replicate 1,yes,0,no element,no,genic,12.54693255
chrX,9057871,9058391,9058195,MACS_peak_4041-3,5449.4736,1997.65943,both replicates,yes,7,-,yes,genic,6.197050899
chrX,9058401,9058901,9058720,MACS_peak_4041-4,654.02796,99.4066103,replicate 1,yes,0,no element,no,genic,9.855130345
chrX,9058911,9059110,9059020,MACS_peak_4041-5,111.663914,16.7293326,none,yes,0,no element,no,genic,5.615303546
chrX,9067811,9068380,9068160,MACS_peak_4042-1,799.379325,742.324261,replicate 1,no,13,+,no,intergenic,8.989914849
chrX,9084591,9085061,9084885,MACS_peak_4043-1,787.767812,1435.52366,none,no,28,+,no,promoter,0.458492249
chrX,9085081,9085310,9085205,MACS_peak_4043-2,126.482436,30.4112122,none,no,0,no element,no,intergenic,1.0599567
chrX,9095531,9095731,9095550,MACS_peak_4044-1,89.5147852,61.4716262,none,yes,0,no element,no,genic,15.75885455
chrX,9095741,9096001,9095880,MACS_peak_4044-2,289.255733,317.041254,none,yes,0,no element,no,promoter & genic,21.29281321
chrX,9096011,9096211,9096065,MACS_peak_4044-3,85.1764098,40.7344238,replicate 1,yes,0,no element,no,promoter & genic,0.90712595
chrX,9096221,9096841,9096415,MACS_peak_4044-4,1814.14708,1056.66518,replicate 1,no,0,no element,no,genic,0.52997835
chrX,9141931,9142410,9142175,MACS_peak_4045-1,435.607447,156.577567,none,no,1,-,no,genic,3.261214748
chrX,9145001,9145591,9145365,MACS_peak_4046-1,1087.53786,510.84891,replicate 1,yes,0,no element,no,genic,15.297886
chrX,9145601,9146580,9146185,MACS_peak_4046-2,3752.71971,1904.77975,replicate 1,yes,1,+,yes,genic,6.024503052
chrX,9177611,9177671,9177630,MACS_peak_4047-1,52.0766954,56.2598043,replicate 1,yes,0,no element,no,intergenic,0.3771476
chrX,9177681,9178281,9178115,MACS_peak_4047-2,7719.95314,5021.5227,both replicates,yes,2,+,yes,promoter,0.22431685
chrX,9178291,9178891,9178465,MACS_peak_4047-3,8490.65149,5082.61522,both replicates,yes,10,+,yes,promoter,65.05917412
chrX,9178901,9179290,9179045,MACS_peak_4047-4,448.433504,159.469617,replicate 1,yes,0,no element,no,genic,0.15283075
chrX,9199141,9199701,9199435,MACS_peak_4048-1,1338.57064,411.171986,replicate 1,yes,6,-,yes,intergenic,16.8385282
chrX,9199711,9200521,9200055,MACS_peak_4048-2,9563.26138,4490.256,both replicates,yes,4,+,yes,intergenic,0.3056615
chrX,9200531,9200730,9200600,MACS_peak_4048-3,95.484757,122.323633,replicate 1,yes,0,no element,no,intergenic,0.3056615
chrX,9237441,9237921,9237725,MACS_peak_4049-1,472.61003,210.408715,replicate 1,yes,0,no element,no,genic,5.218438849
chrX,9237931,9238031,9238005,MACS_peak_4049-2,111.370129,50.9113133,replicate 1,yes,0,no element,no,genic,5.982592598
chrX,9238041,9238420,9238190,MACS_peak_4049-3,609.77708,236.80238,replicate 1,yes,0,no element,no,genic,5.667072549
chrX,9243561,9243591,9243580,MACS_peak_4050-1,35.53035,123.285214,none,yes,0,no element,no,genic,3.3228423
chrX,9243601,9243991,9243825,MACS_peak_4050-2,426.154925,602.957406,none,yes,0,no element,no,genic,5.452614248
chrX,9244001,9244060,9244030,MACS_peak_4050-3,88.4716049,71.4467686,none,yes,0,no element,no,genic,5.075466648
chrX,9249231,9249421,9249255,MACS_peak_4051-1,27.7297057,94.7517026,none,no,0,no element,no,intergenic,8.479653597
chrX,9249441,9250270,9249705,MACS_peak_4051-2,2743.46029,1494.05949,replicate 1,no,6,-,no,intergenic,8.785315096
chrX,9272391,9272740,9272520,MACS_peak_4052-1,437.291678,293.085275,none,no,13,-,no,genic,0.988470599
chrX,9360051,9360311,9360195,MACS_peak_4053-1,184.784169,0,both replicates,yes,0,no element,no,genic,2.119913399
chrX,9360321,9361191,9360580,MACS_peak_4053-2,3770.94288,1292.49028,both replicates,yes,1,-,yes,genic,0.52997835
chrX,9361201,9361410,9361335,MACS_peak_4053-3,154.167163,6.40134193,replicate 1,yes,0,no element,no,genic,2.110054851
chrX,9363851,9364191,9364045,MACS_peak_4054-1,584.607807,422.883873,replicate 1,yes,0,no element,no,genic,4.025368497
chrX,9364201,9364630,9364335,MACS_peak_4054-2,774.867291,557.323079,replicate 1,yes,0,no element,no,genic,4.106713146
chrX,9364791,9365480,9365190,MACS_peak_4055-1,746.810548,635.710986,replicate 1,yes,0,no element,no,genic,4.4542851
chrX,9366561,9366771,9366745,MACS_peak_4056-1,88.064943,149.190126,none,no,0,no element,no,genic,1.35575965
chrX,9366781,9367110,9366930,MACS_peak_4056-2,570.66735,143.941989,none,no,7,-,no,genic,0.60146445
chrX,9389461,9389951,9389760,MACS_peak_4057-1,923.266892,592.846663,replicate 1,yes,6,+,yes,genic,1.967082649
chrX,9389961,9390710,9390260,MACS_peak_4057-2,1867.35328,774.857973,replicate 1,yes,17,+,yes,promoter & genic,1.589935049
chrX,9390991,9391161,9391105,MACS_peak_4058-1,96.9329624,58.1243882,none,yes,1,-,yes,genic,2.41571635
chrX,9391171,9391261,9391245,MACS_peak_4058-2,149.351807,182.021246,none,yes,0,no element,no,genic,2.34423025
chrX,9391271,9391770,9391435,MACS_peak_4058-3,739.96994,358.570195,replicate 2,yes,6,-,yes,genic,2.79286395
chrX,9393941,9394480,9394280,MACS_peak_4059-1,708.68084,599.084851,none,yes,0,no element,no,promoter,183.2641517
chrX,9472811,9473691,9473225,MACS_peak_4060-1,2025.50645,717.021267,replicate 1,yes,4,-,yes,genic,22.82112095
chrX,9473701,9474190,9473855,MACS_peak_4060-2,468.560223,307.494377,none,yes,1,-,yes,genic,74.8329609
chrX,9477431,9477471,9477435,MACS_peak_4061-1,52.3540347,19.178846,none,yes,0,no element,no,intergenic,1.518448949
chrX,9477481,9477941,9477810,MACS_peak_4061-2,547.546861,406.581414,replicate 1,yes,2,+,yes,intergenic,0.458492249
chrX,9477951,9479061,9478730,MACS_peak_4061-3,14986.5288,7823.66643,both replicates,yes,2,+,yes,intergenic,1.580076501
chrX,9479071,9479481,9479295,MACS_peak_4061-4,4125.93399,2355.33508,both replicates,yes,2,+,yes,intergenic,0.6828091
chrX,9479491,9480390,9479825,MACS_peak_4061-5,16353.0146,7766.08579,both replicates,yes,8,+,yes,promoter,187.3905831
chrX,9482371,9482951,9482785,MACS_peak_4062-1,1237.1547,640.894447,replicate 1,no,9,+,no,intergenic,34.97118872
chrX,9482961,9483110,9483080,MACS_peak_4062-2,16.1960532,0.04436316,replicate 1,no,0,no element,no,intergenic,41.39255634
chrX,9493271,9493781,9493545,MACS_peak_4063-1,2687.73403,1477.68462,both replicates,yes,2,+,yes,intergenic,1.651562557
chrX,9493791,9494450,9494045,MACS_peak_4063-2,2039.8351,1016.30903,replicate 1,yes,0,no element,no,intergenic,0.60146445
chrX,9532991,9533600,9533205,MACS_peak_4064-1,1158.9304,597.196121,both replicates,yes,3,+,yes,promoter & genic,2.119913399
chrX,9534261,9535131,9534735,MACS_peak_4065-1,13345.1565,5651.04106,both replicates,yes,1,-,yes,promoter & genic,16.31840855
chrX,9535141,9535710,9535275,MACS_peak_4065-2,6527.95613,3226.56618,both replicates,yes,1,-,yes,genic,6.665401697
chrX,9539671,9539871,9539800,MACS_peak_4066-1,85.2469219,141.545842,none,no,0,no element,no,genic,62.46843456
chrX,9539881,9540101,9540010,MACS_peak_4066-2,182.012298,73.6471582,replicate 1,no,0,no element,no,promoter & genic,57.32148185
chrX,9540111,9540660,9540295,MACS_peak_4066-3,615.315777,175.049988,replicate 1,no,0,no element,no,promoter & genic,2.272744149
chrX,9544791,9544891,9544855,MACS_peak_4067-1,124.096534,118.707403,replicate 1,yes,0,no element,no,promoter & genic,21.07835501
chrX,9544901,9545490,9545175,MACS_peak_4067-2,860.758513,454.161656,replicate 1,yes,8,+,yes,promoter & genic,1.8142519
chrX,9560251,9560950,9560625,MACS_peak_4068-1,1279.60024,594.245847,replicate 1,yes,6,-,yes,intergenic,14.6372703
chrX,9577971,9578181,9578115,MACS_peak_4069-1,135.075683,82.3655436,replicate 1,yes,0,no element,no,genic,16.01274705
chrX,9578191,9578711,9578475,MACS_peak_4069-2,4624.85847,1809.38971,both replicates,yes,9,-,yes,genic,28.31564559
chrX,9578721,9579430,9579095,MACS_peak_4069-3,4854.22463,1709.30879,both replicates,yes,0,no element,no,genic,31.05674042
chrX,9579491,9580151,9579915,MACS_peak_4070-1,7332.50494,3766.44688,both replicates,yes,2,-,yes,promoter,19.9567709
chrX,9580161,9580631,9580395,MACS_peak_4070-2,6634.80598,3157.86127,both replicates,yes,0,no element,no,intergenic,11.48697585
chrX,9580641,9581270,9580875,MACS_peak_4070-3,1727.86295,824.900463,both replicates,yes,2,-,yes,intergenic,26.05275993
chrX,9586511,9587130,9586880,MACS_peak_4071-1,1263.68357,679.362415,both replicates,yes,7,+,yes,intergenic,0
chrX,9587421,9588450,9587995,MACS_peak_4072-1,5105.19762,2886.91678,both replicates,yes,13,+,yes,promoter,0
chrX,9824791,9825390,9825075,MACS_peak_4073-1,2049.77433,953.537671,both replicates,yes,2,+,yes,promoter,2.425574899
chrX,9832421,9832451,9832440,MACS_peak_4074-1,48.4242239,106.029524,none,no,0,no element,no,intergenic,0
chrX,9832461,9832621,9832590,MACS_peak_4074-2,63.5309461,55.5850279,none,no,0,no element,no,intergenic,0
chrX,9832631,9832990,9832715,MACS_peak_4074-3,368.38524,133.776383,none,no,12,-,no,intergenic,0
chrX,9953741,9954330,9954015,MACS_peak_4075-1,808.977329,395.908635,replicate 1,yes,12,+,yes,genic,1.1314428
chrX,9983021,9983520,9983245,MACS_peak_4076-1,466.984444,434.042195,none,no,0,no element,no,genic,0.458492249
chrX,10103471,10104220,10103835,MACS_peak_4077-1,1719.257,1046.34616,both replicates,yes,3,+,yes,genic,0.52997835
chrX,10105281,10106340,10105735,MACS_peak_4078-1,7040.79975,2950.83671,both replicates,yes,3,+,yes,genic,0.7542952
chrX,10118641,10119300,10118910,MACS_peak_4079-1,1103.63445,461.553852,replicate 1,no,7,-,no,genic,4.363081902
chrX,10138591,10139061,10138830,MACS_peak_4080-1,634.426719,223.239476,replicate 1,yes,3,+,yes,promoter & genic,0.3056615
chrX,10139101,10139690,10139425,MACS_peak_4080-2,1304.9027,806.150452,replicate 1,yes,8,+,yes,genic,0.6828091
chrX,10141311,10142000,10141585,MACS_peak_4081-1,3304.99584,1458.57199,both replicates,yes,11,-,yes,genic,0
chrX,10149581,10149671,10149595,MACS_peak_4082-1,105.396138,98.3894868,none,yes,0,no element,no,genic,1.0599567
chrX,10149681,10149971,10149870,MACS_peak_4082-2,352.884584,145.314419,none,yes,9,+,yes,genic,1.742765799
chrX,10149981,10150130,10149985,MACS_peak_4082-3,61.8296502,68.9916852,none,yes,0,no element,no,genic,1.671279699
chrX,10151301,10151950,10151645,MACS_peak_4083-1,558.102038,618.492956,none,no,9,+,no,intergenic,0.7542952
chrX,10157531,10157621,10157565,MACS_peak_4084-1,88.2094354,0.00375327,none,yes,0,no element,no,intergenic,86.39389877
chrX,10157631,10158120,10157855,MACS_peak_4084-2,555.948936,401.437828,none,yes,0,no element,no,intergenic,101.1420894
chrX,10158981,10159621,10159365,MACS_peak_4085-1,747.289298,609.301924,replicate 1,yes,1,+,yes,promoter,98.52672431
chrX,10159631,10160211,10160035,MACS_peak_4085-2,3293.02807,896.608569,both replicates,yes,2,+,yes,intergenic,8.541281149
chrX,10160221,10160460,10160365,MACS_peak_4085-3,122.713771,102.434216,both replicates,yes,0,no element,no,intergenic,10.599567
chrX,10184561,10185180,10184815,MACS_peak_4086-1,1127.27057,548.964104,replicate 1,no,0,no element,no,genic,7.92995815
chrX,10193531,10193701,10193670,MACS_peak_4087-1,52.1611898,72.3753559,replicate 1,yes,0,no element,no,genic,4.168340698
chrX,10193711,10194320,10193915,MACS_peak_4087-2,1140.35503,1048.10882,replicate 1,yes,8,-,yes,genic,2.812581047
chrX,10202931,10203580,10203205,MACS_peak_4088-1,758.568983,783.114212,none,no,1,+,no,promoter & genic,4.912777349
chrX,10216131,10216741,10216605,MACS_peak_4089-1,831.241251,613.107185,replicate 1,yes,0,no element,no,genic,5.2085803
chrX,10216751,10217131,10216975,MACS_peak_4089-2,401.208579,294.254288,replicate 1,yes,0,no element,no,genic,8.408167496
chrX,10217141,10217500,10217295,MACS_peak_4089-3,471.439672,44.6539402,replicate 1,yes,0,no element,no,genic,5.533958897
chrX,10218011,10218191,10218170,MACS_peak_4090-1,56.8308789,76.382839,replicate 1,yes,0,no element,no,genic,2.802722499
chrX,10218201,10218971,10218595,MACS_peak_4090-2,4215.89646,2042.54082,both replicates,yes,3,-,yes,genic,11.16159716
chrX,10218981,10220160,10219605,MACS_peak_4090-3,7806.58664,2996.58066,both replicates,yes,5,+,yes,genic,16.93959002
chrX,10238931,10239530,10239135,MACS_peak_4091-1,1220.29838,380.095196,both replicates,no,12,+,no,genic,0.15283075
chrX,10367791,10368660,10368415,MACS_peak_4092-1,3320.35437,1242.56061,both replicates,yes,7,-,yes,genic,20.4054046
chrX,10372591,10373091,10372885,MACS_peak_4093-1,478.429429,399.341171,none,yes,0,no element,no,promoter & genic,68.49541382
chrX,10373101,10373560,10373285,MACS_peak_4093-2,508.670494,388.754809,none,yes,2,+,yes,promoter & genic,22.89260696
chrX,10380161,10381240,10380705,MACS_peak_4094-1,3137.47326,918.974624,replicate 1,yes,3,-,yes,promoter,52.43337384
chrX,10387291,10388030,10387715,MACS_peak_4095-1,1411.69996,472.66604,replicate 1,no,1,-,no,genic,130.4042941
chrX,10438351,10438850,10438495,MACS_peak_4096-1,742.66169,320.700308,replicate 2,yes,2,-,yes,genic,8.164133549
chrX,10440171,10440331,10440175,MACS_peak_4097-1,52.0741277,5.56833982,replicate 1,yes,0,no element,no,genic,16.58215959
chrX,10440341,10441271,10440875,MACS_peak_4097-2,13086.4302,8227.70868,both replicates,yes,3,+,yes,promoter & genic,158.4685206
chrX,10441281,10441991,10441695,MACS_peak_4097-3,8141.89045,4290.59089,both replicates,yes,1,+,yes,genic,1.4371043
chrX,10442001,10442220,10442100,MACS_peak_4097-4,138.806657,60.7133476,replicate 1,yes,0,no element,no,genic,2.405857801
chrX,10450991,10451101,10451080,MACS_peak_4098-1,59.147525,27.4669139,replicate 1,yes,0,no element,no,genic,1.957224101
chrX,10451111,10451710,10451405,MACS_peak_4098-2,954.768925,729.69896,replicate 1,yes,0,no element,no,genic,7.959533766
chrX,10451731,10452150,10451935,MACS_peak_4099-1,642.17668,248.074925,replicate 1,yes,2,+,yes,genic,0.6828091
chrX,10474331,10475080,10474700,MACS_peak_4100-1,1580.87125,1143.84885,both replicates,yes,7,+,yes,genic,0.835639849
chrX,10478431,10478591,10478485,MACS_peak_4101-1,53.1895026,21.8476278,none,no,0,no element,no,genic,2.731236398
chrX,10478601,10478911,10478775,MACS_peak_4101-2,501.099646,365.710301,none,no,2,+,no,genic,3.027039349
chrX,10478921,10479130,10478975,MACS_peak_4101-3,111.42444,54.0437878,none,no,1,-,no,genic,4.015509948
chrX,10489661,10489751,10489680,MACS_peak_4102-1,93.0526732,122.905018,replicate 1,yes,0,no element,no,promoter & genic,20.34377697
chrX,10489761,10490291,10490110,MACS_peak_4102-2,1716.06545,1109.33701,both replicates,yes,0,no element,no,promoter,3.618645251
chrX,10490301,10490490,10490410,MACS_peak_4102-3,76.3400534,150.817119,replicate 1,yes,1,+,yes,genic,4.239826798
chrX,10495291,10495961,10495725,MACS_peak_4103-1,2196.4059,1292.87926,both replicates,yes,0,no element,no,genic,184.6445818
chrX,10495971,10496120,10496065,MACS_peak_4103-2,24.5082389,23.0542045,replicate 1,yes,0,no element,no,genic,1.050098151
chrX,10496221,10496711,10496475,MACS_peak_4104-1,499.048857,160.45893,none,yes,1,+,yes,genic,5.198721752
chrX,10496721,10497120,10496910,MACS_peak_4104-2,451.341403,173.189153,none,yes,2,-,yes,promoter,1.28427355
chrX,10522381,10522571,10522465,MACS_peak_4105-1,106.279226,95.7597415,replicate 1,yes,1,+,yes,intergenic,0
chrX,10522581,10523130,10522795,MACS_peak_4105-2,733.52795,642.18288,replicate 1,yes,4,-,yes,intergenic,0
chrX,10629471,10630251,10629885,MACS_peak_4106-1,2414.40873,699.187259,both replicates,yes,1,+,yes,genic,13.5255446
chrX,10630261,10630410,10630370,MACS_peak_4106-2,46.6371738,29.0198676,replicate 1,yes,0,no element,no,genic,11.70143411
chrX,10632711,10633600,10633045,MACS_peak_4107-1,6240.58218,2999.7582,both replicates,yes,6,+,yes,genic,15.2683104
chrX,10635641,10636051,10635835,MACS_peak_4108-1,871.611847,515.716029,replicate 1,yes,0,no element,no,genic,14.0653815
chrX,10636061,10636441,10636300,MACS_peak_4108-2,1356.23155,856.651963,both replicates,yes,2,+,yes,genic,14.3513259
chrX,10636451,10636971,10636775,MACS_peak_4108-3,721.120158,380.195385,replicate 1,yes,1,-,yes,genic,14.8911628
chrX,10636981,10637381,10637175,MACS_peak_4108-4,1419.87984,518.539536,replicate 1,yes,5,-,yes,genic,20.30434285
chrX,10637391,10637580,10637500,MACS_peak_4108-5,41.4810137,60.7488806,replicate 1,yes,0,no element,no,genic,30.57853116
chrX,10638051,10638451,10638350,MACS_peak_4109-1,322.064564,335.267551,none,no,5,-,no,promoter & genic,43.23638386
